1, (2589,1690)
2, (2594,1693)
3, (2585,1719)
4, (2575,1705)
5, (2581,1703)
6, (2594,1690)
7, (2588,1706)
8, (2601,1691)
9, (2588,1711)
10, (2587,1697)
11, (2584,1721)
12, (2587,1703)
13, (2587,1711)
14, (2570,1718)
15, (2589,1702)
16, (2605,1693)
17, (2589,1707)
18, (2596,1690)
19, (2589,1708)
20, (2577,1706)
21, (2605,1696)
22, (2594,1696)
23, (2589,1706)
24, (2596,1697)
25, (2603,1701)
26, (2590,1699)
27, (2576,1724)
28, (2587,1712)
29, (2596,1696)
30, (2595,1691)
32, (2609,1678)
33, (2593,1699)
34, (2594,1694)
35, (2578,1702)
36, (2585,1711)
37, (2595,1695)
39, (2588,1712)
40, (2578,1735)
41, (2593,1693)
42, (2581,1690)
43, (2585,1707)
44, (2602,1706)
47, (2594,1691)
48, (2593,1697)
49, (2593,1693)
50, (2582,1699)
51, (2587,1694)
52, (2594,1693)
53, (2584,1706)
55, (2590,1699)
56, (2594,1700)
57, (2591,1703)
58, (2597,1695)
59, (2596,1687)
60, (2597,1687)
61, (2593,1696)
62, (2589,1707)
63, (2591,1696)
64, (2596,1687)
65, (2590,1699)
66, (2589,1709)
67, (2594,1703)
68, (2584,1719)
69, (2600,1689)
70, (2589,1707)
71, (2591,1708)
72, (2593,1689)
73, (2596,1689)
74, (2594,1689)
75, (2589,1707)
76, (2595,1693)
77, (2596,1697)
78, (2591,1694)
79, (2593,1699)
80, (2595,1697)
81, (2595,1696)
82, (2594,1689)
83, (2584,1712)
84, (2593,1697)
85, (2577,1695)
86, (2597,1695)
87, (2599,1693)
88, (2600,1699)
89, (2585,1718)
90, (2588,1711)
91, (2601,1709)
92, (2587,1708)
93, (2593,1690)
94, (2600,1701)
95, (2603,1682)
96, (2589,1695)
97, (2591,1696)
98, (2581,1706)
99, (2591,1701)
100, (2587,1702)
102, (2587,1697)
105, (2589,1670)
110, (2588,1643)
117, (2611,1573)
122, (2599,1553)
123, (2612,1565)
124, (2611,1557)
125, (2609,1547)
126, (2608,1540)
127, (2609,1567)
128, (2609,1541)
129, (2619,1558)
130, (2619,1541)
131, (2611,1549)
132, (2623,1562)
133, (2615,1529)
134, (2632,1570)
135, (2597,1540)
137, (2612,1556)
138, (2619,1549)
139, (2594,1557)
171, (2612,1545)
172, (2641,1544)
173, (2639,1567)
174, (2621,1568)
175, (2605,1539)
176, (2593,1531)
177, (2612,1553)
178, (2615,1538)
179, (2641,1552)
180, (2613,1557)
181, (2607,1553)
182, (2617,1532)
183, (2620,1537)
184, (2613,1539)
185, (2636,1539)
186, (2621,1541)
187, (2601,1526)
188, (2606,1537)
189, (2603,1522)
190, (2629,1511)
191, (2625,1529)
192, (2615,1517)
193, (2643,1510)
194, (2614,1499)
195, (2635,1486)
196, (2636,1499)
197, (2601,1474)
200, (2626,1467)
201, (2633,1471)
202, (2632,1465)
203, (2631,1469)
204, (2629,1466)
205, (2629,1483)
206, (2630,1471)
207, (2627,1469)
208, (2629,1472)
209, (2626,1484)
210, (2629,1479)
211, (2630,1472)
212, (2631,1483)
213, (2627,1473)
214, (2636,1471)
215, (2626,1471)
216, (2625,1471)
217, (2617,1471)
218, (2627,1473)
219, (2619,1473)
220, (2627,1467)
221, (2635,1487)
222, (2636,1489)
223, (2627,1475)
224, (2633,1463)
225, (2626,1468)
226, (2631,1492)
227, (2635,1480)
228, (2633,1461)
229, (2626,1484)
230, (2623,1479)
231, (2629,1481)
232, (2629,1487)
233, (2625,1480)
234, (2648,1474)
235, (2625,1467)
236, (2629,1475)
237, (2630,1479)
238, (2639,1483)
239, (2633,1473)
240, (2627,1471)
256, (2654,1287)
260, (2653,1273)
262, (2650,1277)
263, (2653,1280)
264, (2660,1281)
265, (2656,1274)
266, (2633,1255)
267, (2659,1287)
268, (2661,1281)
269, (2660,1285)
270, (2648,1287)
271, (2660,1274)
272, (2656,1271)
273, (2662,1295)
274, (2645,1279)
275, (2657,1277)
276, (2661,1285)
277, (2641,1270)
278, (2651,1285)
279, (2661,1289)
280, (2651,1288)
281, (2659,1275)
282, (2663,1292)
283, (2662,1280)
284, (2663,1285)
285, (2662,1282)
287, (2667,1263)
297, (2689,1196)
298, (2697,1191)
299, (2685,1172)
301, (2689,1147)
302, (2699,1171)
304, (2701,1154)
307, (2691,1137)
309, (2704,1123)
310, (2704,1113)
363, (2780,925)
365, (2746,887)
369, (2768,902)
376, (2757,883)
377, (2771,913)
381, (2769,911)
382, (2767,902)
386, (2767,881)
390, (2765,881)
398, (2759,903)
409, (2764,895)
410, (2765,898)
411, (2763,899)
412, (2755,895)
413, (2762,889)
414, (2764,892)
415, (2749,885)
416, (2749,891)
417, (2752,892)
418, (2761,890)
419, (2753,885)
420, (2753,887)
421, (2781,891)
427, (2767,914)
431, (2768,913)
434, (2759,883)
442, (2768,893)
445, (2759,889)
446, (2759,892)
447, (2747,885)
449, (2757,893)
458, (2751,883)
461, (2761,889)
465, (2797,907)
469, (2761,909)
470, (2791,896)
471, (2767,913)
472, (2762,922)
474, (2771,910)
475, (2759,916)
532, (2656,1106)
533, (2650,1107)
534, (2651,1135)
535, (2663,1117)
536, (2656,1106)
537, (2654,1108)
538, (2648,1097)
539, (2655,1111)
540, (2653,1109)
541, (2656,1113)
542, (2654,1117)
543, (2654,1109)
544, (2654,1106)
545, (2659,1129)
546, (2656,1107)
547, (2656,1107)
548, (2655,1111)
549, (2650,1108)
550, (2654,1107)
551, (2650,1111)
552, (2654,1115)
553, (2656,1117)
554, (2656,1120)
555, (2654,1119)
556, (2654,1113)
557, (2654,1109)
558, (2650,1099)
559, (2647,1127)
560, (2656,1090)
561, (2653,1108)
562, (2647,1112)
563, (2660,1131)
564, (2654,1117)
565, (2662,1111)
566, (2655,1119)
567, (2654,1123)
568, (2655,1115)
570, (2649,1117)
573, (2649,1136)
577, (2641,1159)
580, (2629,1171)
583, (2641,1219)
584, (2617,1201)
585, (2627,1208)
586, (2620,1202)
587, (2619,1197)
588, (2618,1207)
589, (2620,1209)
590, (2619,1205)
591, (2617,1205)
592, (2619,1207)
593, (2617,1205)
594, (2618,1207)
595, (2618,1207)
596, (2619,1208)
597, (2619,1207)
598, (2618,1205)
599, (2614,1193)
600, (2618,1207)
601, (2618,1205)
602, (2618,1205)
603, (2618,1199)
604, (2618,1207)
605, (2615,1196)
606, (2615,1198)
607, (2619,1207)
608, (2619,1210)
609, (2619,1210)
610, (2618,1208)
611, (2615,1199)
612, (2617,1204)
613, (2614,1193)
614, (2618,1205)
615, (2618,1205)
616, (2615,1196)
617, (2615,1208)
618, (2617,1209)
619, (2617,1209)
620, (2619,1207)
621, (2617,1202)
622, (2617,1208)
623, (2621,1211)
624, (2615,1204)
625, (2620,1220)
626, (2618,1217)
627, (2614,1223)
628, (2607,1209)
629, (2603,1223)
631, (2619,1251)
632, (2603,1244)
633, (2579,1252)
634, (2585,1271)
635, (2581,1285)
636, (2606,1289)
639, (2573,1337)
640, (2570,1313)
641, (2585,1327)
642, (2567,1319)
643, (2566,1311)
644, (2561,1311)
645, (2563,1317)
647, (2558,1319)
648, (2557,1318)
649, (2560,1327)
650, (2552,1322)
651, (2560,1325)
652, (2558,1327)
653, (2557,1321)
654, (2557,1327)
655, (2557,1325)
656, (2558,1306)
657, (2557,1313)
658, (2553,1319)
659, (2552,1311)
660, (2555,1323)
661, (2554,1328)
662, (2566,1328)
663, (2551,1318)
664, (2563,1323)
665, (2554,1325)
666, (2543,1327)
667, (2553,1325)
668, (2557,1325)
669, (2569,1331)
670, (2565,1327)
671, (2554,1316)
673, (2553,1321)
674, (2566,1330)
675, (2553,1318)
676, (2563,1316)
677, (2555,1328)
678, (2554,1319)
679, (2558,1327)
680, (2545,1325)
714, (2469,1433)
715, (2504,1451)
718, (2503,1450)
719, (2473,1437)
720, (2473,1455)
721, (2492,1441)
722, (2485,1442)
724, (2488,1441)
727, (2482,1450)
728, (2479,1450)
729, (2474,1462)
730, (2474,1455)
731, (2487,1453)
732, (2486,1449)
733, (2461,1437)
734, (2489,1453)
735, (2491,1447)
736, (2482,1447)
737, (2482,1439)
738, (2497,1443)
739, (2485,1444)
740, (2488,1444)
742, (2482,1436)
743, (2487,1427)
744, (2486,1465)
745, (2481,1457)
746, (2489,1451)
747, (2489,1435)
748, (2488,1449)
749, (2488,1439)
751, (2497,1435)
752, (2488,1441)
753, (2485,1450)
754, (2491,1441)
755, (2491,1441)
756, (2488,1449)
757, (2494,1444)
758, (2483,1450)
759, (2489,1453)
761, (2491,1441)
762, (2485,1438)
763, (2491,1459)
764, (2489,1439)
765, (2488,1451)
766, (2489,1451)
767, (2485,1448)
768, (2488,1454)
769, (2493,1447)
770, (2494,1450)
771, (2491,1439)
772, (2480,1437)
773, (2492,1453)
774, (2482,1462)
775, (2487,1451)
776, (2481,1457)
778, (2480,1456)
779, (2483,1437)
780, (2489,1432)
781, (2482,1445)
782, (2480,1450)
783, (2485,1450)
784, (2485,1453)
785, (2512,1454)
786, (2488,1461)
789, (2481,1436)
792, (2479,1432)
795, (2488,1445)
796, (2489,1441)
798, (2487,1431)
799, (2487,1444)
800, (2499,1438)
801, (2487,1441)
802, (2494,1449)
803, (2487,1449)
804, (2486,1451)
805, (2521,1449)
806, (2515,1449)
807, (2487,1445)
809, (2500,1451)
811, (2487,1448)
812, (2504,1453)
813, (2476,1450)
814, (2476,1451)
815, (2509,1451)
816, (2488,1457)
817, (2485,1445)
818, (2483,1444)
819, (2488,1438)
820, (2517,1457)
821, (2488,1449)
822, (2488,1449)
823, (2489,1447)
824, (2488,1445)
825, (2488,1454)
828, (2480,1459)
836, (2513,1522)
837, (2537,1499)
838, (2530,1490)
841, (2527,1511)
842, (2542,1505)
843, (2516,1516)
846, (2547,1537)
847, (2543,1538)
848, (2547,1527)
849, (2560,1529)
850, (2552,1545)
851, (2553,1549)
852, (2554,1543)
853, (2552,1543)
854, (2553,1541)
855, (2552,1544)
856, (2557,1540)
857, (2552,1547)
858, (2552,1547)
859, (2552,1544)
896, (2662,1636)
897, (2669,1633)
899, (2674,1655)
900, (2668,1639)
901, (2678,1633)
902, (2673,1628)
903, (2685,1629)
904, (2690,1634)
905, (2690,1642)
906, (2698,1635)
907, (2690,1670)
908, (2701,1655)
909, (2717,1649)
910, (2708,1664)
911, (2707,1666)
913, (2723,1659)
914, (2723,1671)
915, (2731,1652)
916, (2723,1688)
917, (2715,1683)
918, (2731,1660)
919, (2732,1667)
920, (2734,1659)
921, (2735,1657)
922, (2728,1677)
923, (2728,1677)
924, (2731,1679)
925, (2729,1672)
926, (2716,1695)
927, (2731,1673)
928, (2727,1681)
929, (2729,1678)
930, (2728,1677)
931, (2726,1676)
932, (2731,1671)
933, (2728,1681)
934, (2729,1675)
935, (2727,1679)
936, (2731,1672)
937, (2729,1682)
938, (2723,1671)
939, (2729,1679)
940, (2727,1659)
941, (2728,1671)
942, (2731,1667)
943, (2727,1659)
944, (2727,1676)
945, (2731,1669)
946, (2743,1669)
947, (2727,1679)
948, (2728,1676)
949, (2729,1677)
950, (2729,1677)
951, (2727,1678)
952, (2729,1676)
953, (2727,1667)
954, (2732,1666)
955, (2726,1678)
956, (2726,1677)
957, (2732,1661)
958, (2728,1678)
959, (2725,1673)
960, (2733,1658)
961, (2731,1658)
962, (2726,1676)
963, (2727,1679)
964, (2722,1690)
965, (2731,1666)
966, (2728,1682)
967, (2732,1660)
968, (2728,1679)
969, (2731,1671)
970, (2727,1678)
971, (2732,1677)
972, (2732,1677)
973, (2726,1678)
974, (2729,1677)
975, (2728,1681)
976, (2731,1669)
977, (2727,1696)
978, (2737,1661)
979, (2731,1670)
980, (2732,1667)
981, (2731,1675)
982, (2731,1660)
983, (2725,1691)
984, (2733,1641)
985, (2729,1671)
986, (2734,1661)
987, (2732,1667)
988, (2728,1675)
990, (2721,1690)
991, (2707,1705)
994, (2735,1673)
995, (2704,1667)
996, (2737,1648)
997, (2733,1675)
998, (2731,1675)
999, (2734,1661)
1000, (2737,1648)
1001, (2734,1658)
1002, (2735,1652)
1003, (2734,1659)
1004, (2731,1667)
1005, (2733,1660)
1006, (2738,1657)
1007, (2729,1672)
1008, (2737,1667)
1009, (2739,1643)
1010, (2733,1669)
1011, (2733,1655)
1012, (2732,1661)
1013, (2729,1669)
1014, (2702,1690)
1015, (2729,1671)
1016, (2727,1671)
1017, (2732,1663)
1018, (2726,1678)
1019, (2728,1673)
1020, (2737,1660)
1021, (2731,1663)
1022, (2740,1652)
1023, (2726,1675)
1024, (2732,1666)
1025, (2733,1667)
1026, (2733,1664)
1027, (2732,1661)
1029, (2739,1659)
1033, (2738,1631)
1035, (2729,1642)
1037, (2747,1648)
